instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,count
5924,16-10-2011,Fall,2011,October,4,No Holiday,Sunday,Working Day,Cloudy or Light Rain,4
5925,26-12-2012,Winter,2012,December,21,No Holiday,Wednesday,Working Day,Heavy Snow or Rain,148
5926,08-04-2011,Spring,2011,April,3,No Holiday,Friday,Non-Working Day,Light Rain or Mist,26
5927,01-11-2011,Fall,2011,November,4,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,4
5928,17-09-2012,Fall,2012,September,2,No Holiday,Monday,Working Day,Cloudy or Light Rain,16
5929,17-07-2012,Summer,2012,July,16,No Holiday,Tuesday,Working Day,Clear or Partly Cloudy,281
5930,10-05-2012,Spring,2012,May,15,No Holiday,Thursday,Non-Working Day,Light Rain or Mist,450
5931,06-08-2012,Summer,2012,August,4,Holiday,Monday,Non-Working Day,Clear or Partly Cloudy,11
5932,08-08-2012,Summer,2012,August,4,No Holiday,Wednesday,Non-Working Day,Clear or Partly Cloudy,13
5933,06-03-2012,Spring,2012,March,0,No Holiday,Tuesday,Working Day,Light Rain or Mist,37
5934,15-09-2011,Fall,2011,September,6,No Holiday,Thursday,Working Day,Cloudy or Light Rain,34
5935,04-05-2012,Spring,2012,May,20,No Holiday,Friday,Non-Working Day,Light Rain or Mist,200
5936,16-03-2012,Spring,2012,March,0,No Holiday,Friday,Non-Working Day,Light Rain or Mist,191
5937,15-12-2011,Winter,2011,December,7,No Holiday,Thursday,Working Day,Heavy Snow or Rain,110
5938,09-08-2011,Summer,2011,August,18,No Holiday,Tuesday,Working Day,Clear or Partly Cloudy,95
5939,06-10-2011,Fall,2011,October,22,No Holiday,Thursday,Working Day,Cloudy or Light Rain,191
5940,20-04-2012,Spring,2012,April,23,No Holiday,Friday,Non-Working Day,Light Rain or Mist,51
5941,02-09-2011,Fall,2011,September,15,No Holiday,Friday,Working Day,Cloudy or Light Rain,153
5942,25-03-2011,Spring,2011,March,15,No Holiday,Friday,Working Day,Light Rain or Mist,222
5943,16-01-2012,Winter,2012,January,2,No Holiday,Monday,Working Day,Heavy Snow or Rain,11
5944,11-05-2012,Spring,2012,May,16,No Holiday,Friday,Working Day,Light Rain or Mist,439
5945,04-12-2011,Winter,2011,December,8,No Holiday,Sunday,Working Day,Heavy Snow or Rain,459
5946,05-10-2012,Fall,2012,October,23,No Holiday,Friday,Working Day,Cloudy or Light Rain,152
5947,27-06-2011,Summer,2011,June,6,No Holiday,Monday,Working Day,Clear or Partly Cloudy,21
5948,28-07-2011,Summer,2011,July,18,No Holiday,Thursday,Working Day,Clear or Partly Cloudy,123
5949,15-04-2011,Spring,2011,April,20,Holiday,Friday,Non-Working Day,Light Rain or Mist,33
5950,01-10-2012,Fall,2012,October,0,Holiday,Monday,Non-Working Day,Cloudy or Light Rain,49
5951,20-07-2012,Summer,2012,July,19,No Holiday,Friday,Working Day,Clear or Partly Cloudy,469
5952,07-06-2011,Summer,2011,June,2,No Holiday,Tuesday,Non-Working Day,Clear or Partly Cloudy,74
5953,02-04-2011,Spring,2011,April,14,No Holiday,Saturday,Working Day,Light Rain or Mist,44
5954,11-10-2012,Fall,2012,October,3,No Holiday,Thursday,Non-Working Day,Cloudy or Light Rain,30
5955,27-02-2011,Winter,2011,February,0,No Holiday,Sunday,Non-Working Day,Heavy Snow or Rain,125
5956,10-03-2011,Spring,2011,March,10,No Holiday,Thursday,Working Day,Light Rain or Mist,47
5957,05-04-2012,Spring,2012,April,6,No Holiday,Thursday,Working Day,Light Rain or Mist,183
5958,28-01-2011,Winter,2011,January,9,No Holiday,Friday,Working Day,Heavy Snow or Rain,135
5959,04-02-2012,Winter,2012,February,5,No Holiday,Saturday,Working Day,Heavy Snow or Rain,38
5960,27-06-2011,Summer,2011,June,9,No Holiday,Monday,Working Day,Clear or Partly Cloudy,124
5961,24-11-2011,Fall,2011,November,13,No Holiday,Thursday,Working Day,Cloudy or Light Rain,174
5962,26-03-2011,Spring,2011,March,8,No Holiday,Saturday,Working Day,Light Rain or Mist,178
5963,23-12-2011,Winter,2011,December,10,No Holiday,Friday,Working Day,Heavy Snow or Rain,38
5964,11-02-2012,Winter,2012,February,18,No Holiday,Saturday,Non-Working Day,Heavy Snow or Rain,106
5965,01-12-2011,Winter,2011,December,21,No Holiday,Thursday,Non-Working Day,Heavy Snow or Rain,182
5966,24-11-2012,Fall,2012,November,20,No Holiday,Saturday,Non-Working Day,Cloudy or Light Rain,315
5967,23-05-2011,Spring,2011,May,11,No Holiday,Monday,Working Day,Light Rain or Mist,51
5968,21-06-2011,Summer,2011,June,17,No Holiday,Tuesday,Working Day,Clear or Partly Cloudy,455
5969,17-10-2012,Fall,2012,October,23,No Holiday,Wednesday,Working Day,Cloudy or Light Rain,119
5970,06-07-2011,Summer,2011,July,18,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,570
5971,17-06-2012,Summer,2012,June,7,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,367
5972,07-02-2011,Winter,2011,February,7,No Holiday,Monday,Working Day,Heavy Snow or Rain,250
5973,14-02-2012,Winter,2012,February,23,No Holiday,Tuesday,Non-Working Day,Heavy Snow or Rain,185
5974,10-11-2012,Fall,2012,November,6,No Holiday,Saturday,Working Day,Cloudy or Light Rain,87
5975,03-12-2012,Winter,2012,December,14,No Holiday,Monday,Non-Working Day,Heavy Snow or Rain,552
5976,13-06-2012,Summer,2012,June,14,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,328
5977,13-06-2012,Summer,2012,June,5,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,16
5978,19-08-2012,Summer,2012,August,16,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,459
5979,03-12-2012,Winter,2012,December,1,No Holiday,Monday,Non-Working Day,Heavy Snow or Rain,62
5980,18-10-2011,Fall,2011,October,1,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,4
5981,08-09-2011,Fall,2011,September,6,No Holiday,Thursday,Working Day,Cloudy or Light Rain,112
5982,16-03-2011,Spring,2011,March,9,No Holiday,Wednesday,Working Day,Light Rain or Mist,183
5983,23-06-2012,Summer,2012,June,4,No Holiday,Saturday,Non-Working Day,Clear or Partly Cloudy,4
5984,01-09-2011,Fall,2011,September,14,No Holiday,Thursday,Working Day,Cloudy or Light Rain,63
5985,23-04-2011,Spring,2011,April,2,No Holiday,Saturday,Non-Working Day,Light Rain or Mist,55
5986,24-03-2012,Spring,2012,March,16,No Holiday,Saturday,Working Day,Light Rain or Mist,374
5987,28-11-2011,Fall,2011,November,9,No Holiday,Monday,Working Day,Cloudy or Light Rain,54
5988,18-05-2011,Spring,2011,May,5,No Holiday,Wednesday,Working Day,Light Rain or Mist,29
5989,09-12-2011,Winter,2011,December,17,No Holiday,Friday,Working Day,Heavy Snow or Rain,514
5990,06-02-2011,Winter,2011,February,17,No Holiday,Sunday,Non-Working Day,Heavy Snow or Rain,65
5991,19-12-2011,Winter,2011,December,15,No Holiday,Monday,Non-Working Day,Heavy Snow or Rain,367
5992,04-01-2011,Winter,2011,January,5,No Holiday,Tuesday,Working Day,Heavy Snow or Rain,3
5993,18-12-2011,Winter,2011,December,0,No Holiday,Sunday,Working Day,Heavy Snow or Rain,41
5994,10-09-2011,Fall,2011,September,17,No Holiday,Saturday,Working Day,Cloudy or Light Rain,598
5995,16-09-2011,Fall,2011,September,17,No Holiday,Friday,Non-Working Day,Cloudy or Light Rain,196
5996,05-02-2012,Winter,2012,February,17,No Holiday,Sunday,Non-Working Day,Heavy Snow or Rain,219
5997,10-02-2012,Winter,2012,February,11,No Holiday,Friday,Working Day,Heavy Snow or Rain,230
5998,14-01-2011,Winter,2011,January,4,No Holiday,Friday,Non-Working Day,Heavy Snow or Rain,10
5999,09-02-2011,Winter,2011,February,20,No Holiday,Wednesday,Non-Working Day,Heavy Snow or Rain,262
6000,24-03-2011,Spring,2011,March,13,No Holiday,Thursday,Non-Working Day,Light Rain or Mist,416
6001,05-08-2011,Summer,2011,August,15,No Holiday,Friday,Non-Working Day,Clear or Partly Cloudy,417
6002,28-11-2012,Fall,2012,November,9,No Holiday,Wednesday,Non-Working Day,Cloudy or Light Rain,220
6003,04-08-2012,Summer,2012,August,14,No Holiday,Saturday,Non-Working Day,Clear or Partly Cloudy,457
6004,24-02-2011,Winter,2011,February,11,No Holiday,Thursday,Working Day,Heavy Snow or Rain,115
6005,26-04-2011,Spring,2011,April,22,No Holiday,Tuesday,Non-Working Day,Light Rain or Mist,55
6006,04-10-2012,Fall,2012,October,1,No Holiday,Thursday,Working Day,Cloudy or Light Rain,11
6007,26-05-2011,Spring,2011,May,6,No Holiday,Thursday,Working Day,Light Rain or Mist,105
6008,01-07-2012,Summer,2012,July,1,No Holiday,Sunday,Non-Working Day,Clear or Partly Cloudy,131
6009,22-05-2012,Spring,2012,May,10,No Holiday,Tuesday,Non-Working Day,Light Rain or Mist,404
6010,15-06-2011,Summer,2011,June,17,No Holiday,Wednesday,Non-Working Day,Clear or Partly Cloudy,69
6011,22-02-2011,Winter,2011,February,19,No Holiday,Tuesday,Working Day,Heavy Snow or Rain,379
6012,24-07-2012,Summer,2012,July,10,No Holiday,Tuesday,Working Day,Clear or Partly Cloudy,231
6013,08-10-2011,Fall,2011,October,9,Holiday,Saturday,Non-Working Day,Cloudy or Light Rain,47
6014,11-06-2011,Summer,2011,June,11,No Holiday,Saturday,Non-Working Day,Clear or Partly Cloudy,47
6015,09-06-2012,Summer,2012,June,1,No Holiday,Saturday,Working Day,Clear or Partly Cloudy,28
6016,26-04-2011,Spring,2011,April,18,No Holiday,Tuesday,Non-Working Day,Light Rain or Mist,237
6017,15-03-2011,Spring,2011,March,23,No Holiday,Tuesday,Working Day,Light Rain or Mist,46
6018,13-06-2012,Summer,2012,June,8,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,592
6019,08-07-2012,Summer,2012,July,7,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,447
6020,06-05-2012,Spring,2012,May,11,No Holiday,Sunday,Working Day,Light Rain or Mist,183
6021,23-07-2011,Summer,2011,July,12,No Holiday,Saturday,Non-Working Day,Clear or Partly Cloudy,83
6022,25-01-2011,Winter,2011,January,19,No Holiday,Tuesday,Non-Working Day,Heavy Snow or Rain,178
6023,09-10-2012,Fall,2012,October,6,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,146
6024,27-06-2011,Summer,2011,June,15,No Holiday,Monday,Working Day,Clear or Partly Cloudy,154
6025,15-03-2011,Spring,2011,March,10,No Holiday,Tuesday,Working Day,Light Rain or Mist,126
6026,25-06-2012,Summer,2012,June,11,No Holiday,Monday,Working Day,Clear or Partly Cloudy,168
6027,20-04-2012,Spring,2012,April,17,No Holiday,Friday,Non-Working Day,Light Rain or Mist,157
6028,18-08-2012,Summer,2012,August,12,No Holiday,Saturday,Working Day,Clear or Partly Cloudy,358
6029,22-06-2011,Summer,2011,June,10,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,135
6030,09-08-2012,Summer,2012,August,13,No Holiday,Thursday,Working Day,Clear or Partly Cloudy,146
6031,19-03-2012,Spring,2012,March,18,No Holiday,Monday,Non-Working Day,Light Rain or Mist,451
6032,09-01-2012,Winter,2012,January,4,No Holiday,Monday,Working Day,Heavy Snow or Rain,7
6033,16-11-2011,Fall,2011,November,22,No Holiday,Wednesday,Working Day,Cloudy or Light Rain,147
6034,06-01-2012,Winter,2012,January,3,No Holiday,Friday,Working Day,Heavy Snow or Rain,14
6035,27-03-2012,Spring,2012,March,22,No Holiday,Tuesday,Working Day,Light Rain or Mist,107
6036,23-09-2012,Fall,2012,September,9,No Holiday,Sunday,Working Day,Cloudy or Light Rain,368
6037,06-11-2011,Fall,2011,November,23,No Holiday,Sunday,Working Day,Cloudy or Light Rain,148
6038,22-12-2012,Winter,2012,December,12,No Holiday,Saturday,Working Day,Heavy Snow or Rain,283
6039,28-02-2011,Winter,2011,February,1,No Holiday,Monday,Working Day,Heavy Snow or Rain,13
6040,06-07-2011,Summer,2011,July,14,No Holiday,Wednesday,Non-Working Day,Clear or Partly Cloudy,371
6041,17-06-2012,Summer,2012,June,16,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,466
6042,23-05-2012,Spring,2012,May,23,No Holiday,Wednesday,Non-Working Day,Light Rain or Mist,126
6043,28-11-2012,Fall,2012,November,5,No Holiday,Wednesday,Working Day,Cloudy or Light Rain,21
6044,25-03-2011,Spring,2011,March,17,No Holiday,Friday,Working Day,Light Rain or Mist,553
6045,17-05-2012,Spring,2012,May,15,Holiday,Thursday,Non-Working Day,Light Rain or Mist,370
6046,26-03-2012,Spring,2012,March,0,No Holiday,Monday,Working Day,Light Rain or Mist,57
6047,16-01-2012,Winter,2012,January,19,No Holiday,Monday,Working Day,Heavy Snow or Rain,623
6048,08-01-2011,Winter,2011,January,15,No Holiday,Saturday,Working Day,Heavy Snow or Rain,72
6049,10-11-2012,Fall,2012,November,14,No Holiday,Saturday,Non-Working Day,Cloudy or Light Rain,678
6050,08-04-2011,Spring,2011,April,16,No Holiday,Friday,Working Day,Light Rain or Mist,80
6051,24-09-2011,Fall,2011,September,17,No Holiday,Saturday,Working Day,Cloudy or Light Rain,111
6052,04-12-2012,Winter,2012,December,23,No Holiday,Tuesday,Working Day,Heavy Snow or Rain,23
6053,21-06-2011,Summer,2011,June,12,No Holiday,Tuesday,Working Day,Clear or Partly Cloudy,174
6054,23-03-2012,Spring,2012,March,17,No Holiday,Friday,Working Day,Light Rain or Mist,713
6055,08-05-2012,Spring,2012,May,17,No Holiday,Tuesday,Non-Working Day,Light Rain or Mist,306
6056,07-06-2012,Summer,2012,June,14,No Holiday,Thursday,Working Day,Clear or Partly Cloudy,181
6057,26-11-2012,Fall,2012,November,20,No Holiday,Monday,Working Day,Cloudy or Light Rain,366
6058,23-10-2011,Fall,2011,October,23,No Holiday,Sunday,Working Day,Cloudy or Light Rain,58
6059,25-10-2012,Fall,2012,October,22,No Holiday,Thursday,Working Day,Cloudy or Light Rain,211
6060,08-02-2012,Winter,2012,February,2,No Holiday,Wednesday,Non-Working Day,Heavy Snow or Rain,48
6061,20-08-2012,Summer,2012,August,15,No Holiday,Monday,Non-Working Day,Clear or Partly Cloudy,489
6062,13-04-2012,Spring,2012,April,10,No Holiday,Friday,Non-Working Day,Light Rain or Mist,452
6063,24-04-2012,Spring,2012,April,9,No Holiday,Tuesday,Non-Working Day,Light Rain or Mist,138
6064,09-04-2012,Spring,2012,April,15,No Holiday,Monday,Working Day,Light Rain or Mist,455
6065,17-04-2011,Spring,2011,April,19,No Holiday,Sunday,Working Day,Light Rain or Mist,109
6066,26-02-2011,Winter,2011,February,5,No Holiday,Saturday,Working Day,Heavy Snow or Rain,28
6067,09-04-2011,Spring,2011,April,17,No Holiday,Saturday,Working Day,Light Rain or Mist,223
6068,27-12-2011,Winter,2011,December,11,No Holiday,Tuesday,Working Day,Heavy Snow or Rain,71
6069,22-01-2012,Winter,2012,January,6,No Holiday,Sunday,Working Day,Heavy Snow or Rain,147
6070,03-12-2012,Winter,2012,December,7,No Holiday,Monday,Non-Working Day,Heavy Snow or Rain,20
6071,18-02-2012,Winter,2012,February,8,No Holiday,Saturday,Non-Working Day,Heavy Snow or Rain,78
6072,23-04-2012,Spring,2012,April,11,No Holiday,Monday,Non-Working Day,Light Rain or Mist,499
6073,27-04-2011,Spring,2011,April,4,No Holiday,Wednesday,Working Day,Light Rain or Mist,2
6074,11-08-2012,Summer,2012,August,5,No Holiday,Saturday,Working Day,Clear or Partly Cloudy,30
6075,13-06-2011,Summer,2011,June,13,No Holiday,Monday,Non-Working Day,Clear or Partly Cloudy,419
6076,24-10-2011,Fall,2011,October,7,No Holiday,Monday,Non-Working Day,Cloudy or Light Rain,1
6077,05-01-2012,Winter,2012,January,5,No Holiday,Thursday,Non-Working Day,Heavy Snow or Rain,15
6078,12-04-2011,Spring,2011,April,11,No Holiday,Tuesday,Working Day,Light Rain or Mist,59
6079,12-11-2012,Fall,2012,November,11,No Holiday,Monday,Working Day,Cloudy or Light Rain,170
6080,09-01-2011,Winter,2011,January,15,No Holiday,Sunday,Non-Working Day,Heavy Snow or Rain,313
6081,22-12-2012,Winter,2012,December,9,No Holiday,Saturday,Working Day,Heavy Snow or Rain,308
6082,16-02-2011,Winter,2011,February,22,Holiday,Wednesday,Non-Working Day,Heavy Snow or Rain,126
6083,07-05-2012,Spring,2012,May,15,No Holiday,Monday,Working Day,Light Rain or Mist,54
6084,23-02-2012,Winter,2012,February,0,No Holiday,Thursday,Working Day,Heavy Snow or Rain,32
6085,13-12-2011,Winter,2011,December,6,No Holiday,Tuesday,Non-Working Day,Heavy Snow or Rain,16
6086,10-03-2011,Spring,2011,March,6,No Holiday,Thursday,Working Day,Light Rain or Mist,92
6087,10-11-2012,Fall,2012,November,17,No Holiday,Saturday,Working Day,Cloudy or Light Rain,622
6088,07-10-2011,Fall,2011,October,22,No Holiday,Friday,Non-Working Day,Cloudy or Light Rain,155
6089,23-02-2012,Winter,2012,February,9,No Holiday,Thursday,Working Day,Heavy Snow or Rain,337
6090,04-04-2011,Spring,2011,April,19,No Holiday,Monday,Working Day,Light Rain or Mist,99
6091,20-12-2012,Winter,2012,December,22,No Holiday,Thursday,Working Day,Heavy Snow or Rain,244
6092,26-04-2012,Spring,2012,April,17,No Holiday,Thursday,Non-Working Day,Light Rain or Mist,492
6093,03-07-2011,Summer,2011,July,0,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,8
6094,16-01-2012,Winter,2012,January,11,No Holiday,Monday,Non-Working Day,Heavy Snow or Rain,250
6095,07-09-2012,Fall,2012,September,4,No Holiday,Friday,Working Day,Cloudy or Light Rain,9
6096,08-11-2011,Fall,2011,November,9,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,224
6097,17-08-2012,Summer,2012,August,3,No Holiday,Friday,Working Day,Clear or Partly Cloudy,1
6098,25-02-2012,Winter,2012,February,15,No Holiday,Saturday,Working Day,Heavy Snow or Rain,209
6099,03-08-2011,Summer,2011,August,20,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,204
6100,02-04-2011,Spring,2011,April,9,No Holiday,Saturday,Working Day,Light Rain or Mist,220
6101,12-11-2012,Fall,2012,November,17,No Holiday,Monday,Working Day,Cloudy or Light Rain,656
6102,15-01-2012,Winter,2012,January,0,No Holiday,Sunday,Working Day,Heavy Snow or Rain,48
6103,24-12-2011,Winter,2011,December,19,No Holiday,Saturday,Working Day,Heavy Snow or Rain,343
6104,27-01-2012,Winter,2012,January,18,No Holiday,Friday,Non-Working Day,Heavy Snow or Rain,246
6105,05-03-2012,Spring,2012,March,5,No Holiday,Monday,Working Day,Light Rain or Mist,49
6106,26-12-2012,Winter,2012,December,17,No Holiday,Wednesday,Working Day,Heavy Snow or Rain,823
6107,16-01-2012,Winter,2012,January,8,No Holiday,Monday,Working Day,Heavy Snow or Rain,766
6108,06-01-2011,Winter,2011,January,9,No Holiday,Thursday,Working Day,Heavy Snow or Rain,169
6109,20-08-2012,Summer,2012,August,21,No Holiday,Monday,Non-Working Day,Clear or Partly Cloudy,171
6110,06-04-2012,Spring,2012,April,4,No Holiday,Friday,Working Day,Light Rain or Mist,5
6111,13-11-2012,Fall,2012,November,19,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,488
6112,07-05-2011,Spring,2011,May,13,No Holiday,Saturday,Working Day,Light Rain or Mist,279
6113,17-06-2012,Summer,2012,June,8,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,409
6114,05-03-2012,Spring,2012,March,20,No Holiday,Monday,Working Day,Light Rain or Mist,177
6115,18-03-2012,Spring,2012,March,0,No Holiday,Sunday,Working Day,Light Rain or Mist,34
6116,24-06-2011,Summer,2011,June,16,No Holiday,Friday,Working Day,Clear or Partly Cloudy,265
6117,15-11-2011,Fall,2011,November,1,No Holiday,Tuesday,Working Day,Cloudy or Light Rain,7
6118,07-05-2012,Spring,2012,May,15,No Holiday,Monday,Working Day,Light Rain or Mist,188
6119,13-07-2011,Summer,2011,July,2,No Holiday,Wednesday,Non-Working Day,Clear or Partly Cloudy,62
6120,26-04-2012,Spring,2012,April,23,No Holiday,Thursday,Working Day,Light Rain or Mist,135
6121,26-08-2012,Summer,2012,August,18,No Holiday,Sunday,Working Day,Clear or Partly Cloudy,585
6122,18-06-2012,Summer,2012,June,3,No Holiday,Monday,Working Day,Clear or Partly Cloudy,4
6123,19-06-2012,Summer,2012,June,20,No Holiday,Tuesday,Non-Working Day,Clear or Partly Cloudy,271
6124,01-04-2011,Spring,2011,April,20,No Holiday,Friday,Working Day,Light Rain or Mist,54
6125,16-06-2011,Summer,2011,June,1,No Holiday,Thursday,Working Day,Clear or Partly Cloudy,8
6126,27-07-2011,Summer,2011,July,2,No Holiday,Wednesday,Working Day,Clear or Partly Cloudy,10
6127,25-05-2012,Spring,2012,May,20,No Holiday,Friday,Working Day,Light Rain or Mist,51
6128,21-01-2011,Winter,2011,January,1,No Holiday,Friday,Working Day,Heavy Snow or Rain,7
6129,14-08-2011,Summer,2011,August,13,No Holiday,Sunday,Non-Working Day,Clear or Partly Cloudy,497
6130,05-02-2011,Winter,2011,February,0,No Holiday,Saturday,Non-Working Day,Heavy Snow or Rain,25
